uper,href,describe,upload_time,duration,viewcount,upscount,downscount,rel_uper,rel_title,rel_href,rel_count
Work It Daily,/watch?v=RTvYvZ9VHDc&list=PLhrBmkjLNq1U9D_PVJpUNzh9qFxsNmEwo&index=6&t=0s,"Free list of common interview questions: ', '\n\nCheck out our FREE job search tutorial: ', ""\n\nI’ll let you in on a little secret…\n\nHiring managers want to understand your potential, value, and goals before making a decision to welcome you to their organizations.\n\nThat’s why it’s important to emphasize these things whenever you communicate with employers. That means demonstrating them in your resume and cover letter, on your LinkedIn profile, during your job interview, and whenever you interact with the organization in general.\n\nBut how can you do that? I’m going to go over the three key statements you need to convey every time you interact with a potential employer. \n\n#1. Explain Your Go-To Potential\n\nThese are the problem(s) you solve or the pain you alleviate. What are you uniquely qualified to do on the job? \n\n#2. Spell Out The Your Value \n\nExplain to them the value you bring by solving these problems or alleviating those pains. \n\nShare how you save or make companies money. Or, in some cases, how you do both.\n\nHERE'S THE FREE LINK to the Career decoder: "", '\n\n#3. Short-Term Goal\n\nTell them about a short-term goal that will leverage your strengths and bring value to the organization. Take your skill sets to the next level. \n\nThis shows them that you can hit the ground running and already know what you want to accomplish. \n\n_________________________________\n\nLearn how to write a cover letter recruiters and hiring managers will love: ', ""\n\nClick this link and get access to J.T.'s FREE TUTORIAL on what it takes to remove the roadblocks to job search:\n"", '\n\nAnd, if you want J.T. and her team to help you become a pro at interviewing, negotiating and more, then you need to check out our Premium Subscription.\n\nWant to learn more about our affordable Premium Subscription?\nGo Here: ', '\n\nFollow Work It Daily:\n', '\n', '\n', '\n', '\n\n', ' ', ' ",2018年1月9日发布,3:46,"397,448 次观看","""5,110""","""174""",[Work],[How To Write A Cover Letter That Recruiters Will Love],/watch?v=kdUafTx82OM,"344,928"
Work It Daily,/watch?v=W-2f5UKQdJ0&list=PLhrBmkjLNq1U9D_PVJpUNzh9qFxsNmEwo&index=7&t=0s,"Free Job Search Tutorial: ', '\n\n', ""\n\nYou're obviously here because you want to know how to apply for a job online (and ACTUALLY get an interview).\n\nIf you're sick and tired of wasting your precious time filling out hundreds of online job applications and not hearing back, you're not alone. Unfortunately, you're doing it ALL wrong... In fact, just filling out the job application and submitting your resume on Indeed or Monster isn't even CLOSE to enough to get a call from a recruiter.\n\nIn this tutorial, career expert and Work It Daily founder J.T. O'Donnell will tell you how to apply for a job online in a way that will beat the applicant tracking system (ATS) and get you job interviews. Watch the full video to get all six of her job search secrets!\n\nNeed help getting prepared for your next interview? Let the team at Work It Daily help! Use the coupon code INTERVIEW10 (in all caps) at check and save $10 off our monthly subscription.\n\nJ.T.'s Disruptive Cover Letter Tutorial: \n"", '\n\nLearn more here: ', ""\n\nWant to hear all 8 mistakes you're making when applying to jobs online? Click this link and get access to J.T.'s FREE VIDEO on what it takes to remove the roadblocks to job search.\n\nFree Tutorial: "", '\n\nFollow Work It Daily:\n', '\n', '\n', '...\n', '\n\n', ' ', ' ",2017年11月8日发布,13:35,"319,841 次观看","""6,615""","""235""",[Work],[5 Things Your Resume MUST HAVE To Get More Job Interviews],/watch?v=WATpBoVprRk,"194,928"
Work It Daily,/watch?v=VYSSLskvhUU&list=PLhrBmkjLNq1U9D_PVJpUNzh9qFxsNmEwo&index=8&t=0s,"Free Job Search Tutorial: ', ""\n\nCareer expert, J.T. O'Donnell shares the No. 1 reason job seekers aren't getting calls for interviews. \n\nWant to hear all 8 ways you are being shut out of the hiring process? Click this link and get access to J.T.'s FREE VIDEO on what it takes to remove the roadblocks to job search.\n\n"", '\n\nFollow Work It Daily:\n', '\n', '\n', '\n', ""\n\nHost: J.T. O'Donnell\n\n"", ' ', ' ",2017年10月11日发布,5:31,"193,422 次观看","""2,289""","""277""",[Work],[Best LinkedIn Tips For 2018],/watch?v=GpdrYXNaoyk,"191,828"
Work It Daily,/watch?v=2uo-JGA7NY0&list=PLhrBmkjLNq1U9D_PVJpUNzh9qFxsNmEwo&index=9&t=0s,"Check out our FREE list of the most common interview questions:\n', '\n\nAre you READY to get HIRED? Watch this free tutorial: ', ""\n\nIntimidated by group interviews? You're not alone! It's scary enough interviewing with one person... let alone multiple! But you can really impress the hiring team if you know what to do during group job interviews.\n\nIn this tutorial, career expert J.T. O'Donnell shares her secrets for acing group interviews (every single time).\n\nCompanies conduct group interviews because they are an efficient way for hiring teams to talk with candidates. Instead of having candidates come in for multiple interviews with different people, they can meet with everyone who has a stake in the hiring process at once.\n\nThis shortens the process for everyone involved because, once you leave, the team can discuss their thoughts on the spot and decide whether or not you’re a fit. \n\nWhile this interview strategy works well for companies, it can be stressful for you as a candidate. That’s why I’m going to share a few tips that will help you navigate these group interviews. \n\n#1. Answer Questions\n\n#2. Ask For Input\n\n#3. Articulate What You Hear\n\n#4. Apply What You Hear\n\nDuring a group interview, or any interview really, you don’t want to just sit there, answering questions. \n\nInstead, you need to engage with the group, get them talking, and create a healthy dialogue. These tips will help you ace that group interview and stand out from the rest of the candidates.\n\n_________________________________\n\nLearn how to write a cover letter recruiters and hiring managers will love: "", ""\n\nClick this link and get access to J.T.'s FREE TUTORIAL on what it takes to remove the roadblocks to job search:\n"", '\n\nAnd, if you want J.T. and her team to help you become a pro at interviewing, negotiating and more, then you need to check out our Premium Subscription.\n\nGo Here: ', '\n\nFollow Work It Daily:\n', '\n', '\n', '\n', '\n\n', ' ', ' ",2018年1月16日发布,6:18,"159,847 次观看","""2,117""","""68""","[Work, Travel, Scott, Deniz, Charisma, Cleetus, TopThink, The, Video, Work, salesrecruitment, Andrew, Darnell, Work, Cass, Work, Big, Work, BRIGHT, CareerVidz]","[2 LinkedIn Tips To Get More Job Interviews, [], Chris Watts House Update, Micheal Avenatti, Amber Guyger, And Angry Side Chicks!, Tell Me About Yourself - Learn This #1 Trick To Impress Hiring Managers ✓, 4 Steps To Make People Instantly Like You, [""Toast's Supercharger is WAY BIGGER Than We Thought!! FREAKIN AMERICA BROTHERS!!!""], 20 Psychology Tricks That Work On ANYONE!, The Best Ways To Answer Behavioral Interview Questions / Competency Job Interview Questions, [], 2 Things Recruiters HATE To Read On Cover Letters, Perform at Your Very Best at a Group Interview or Assessment Centre, How to Get Your Resume Noticed by Employers in 5 Seconds Guaranteed, Hiring YOU Over The Other Candidates: My 5 Best Tips (2019), 3 Skill Sets That Will Help You Get Hired, Questions to ask at the End of an Interview | Career Interview Tips, [""#1 Reason To Write Your Own Resume (a.k.a. Why You Shouldn't Hire A Resume Writer)""], How to Answer: Tell Me About Yourself., How To Overcome Age Discrimination In Your Job Search, What HR Managers Learn About You By Looking at Your Clothes, 7 BEST Behavioural Interview Questions &amp; Answers!]","/watch?v=pls_DERqWjs', '/watch?v=JGcRkqSMoWo', '/watch?v=QBCrGaFEqJE', '/watch?v=pMRO2dl9z3w', '/watch?v=OyV8LELM_HM', '/watch?v=HC4qszC0HZo', '/watch?v=V0MNMT5lYNI', '/watch?v=URs2vLAPNT0', '/watch?v=j1p2PbfNk0c', '/watch?v=KwYzM1Xpm1Y', '/watch?v=I_1cdhz6aRM', '/watch?v=bc0VAHE9CiU', '/watch?v=Dr1O2lzD6nI', '/watch?v=jduXL3WWeaA', '/watch?v=EbA5rzpSWLM', '/watch?v=1guMJzslNKI', '/watch?v=MmFuWmzeiDs', '/watch?v=EEaL5oimYxU', '/watch?v=t0fM8sCZZes', '/watch?v=ZLtO_7LjzVg","95,853', '917,251', '48,742', '3,739,472', '1,092,222', '791,066', '3,259,540', '130,928', '3,957,656', '75,521', '64,520', '647,573', '568,964', '64,186', '349,865', '38,112', '2,843,859', '29,533', '1,384,807', '224,085"
Work It Daily,/watch?v=aevCwBCYWtY&list=PLhrBmkjLNq1U9D_PVJpUNzh9qFxsNmEwo&index=10&t=0s,"Download our FREE PDF list of the most common interview questions: ', ""\n\nCheck out Work It Daily's FREE tutorial on how to fix the things that are holding you back in your job search:  "", ""\n\nVirtual or video interviews are becoming more common places these days, especially if you’re relocating to new city that’s far way. Because this way of interviewing is so new, most people aren’t sure how to prepare of them. I’ve got some tips that will help you look more professional in your next video interview. \n\nBe Aware Of Your Environment \n\n    - Give people a heads up.\n    - Put away your pets!\n    - Pick a good spot to set up.\n\nPre Video Setup \n \n    - Keep it eye level.\n    - Maintain eye contact.\n    - NO SWIVEL CHAIRS!\n    -Light it up.\n\nNow that you’ve prepared your background and gotten your environment taken care of it’s time to move onto the technical part of the video interview.\n\nFigure Out Your Equipment\n\n    - Don't use your built in.\n    - Audio is king.\n    - Wifi is no good.\n\nRun Throughs Are Your Friend\n\n    - Know the streaming service.\n    - Practice interviews are a must do.\n    - Sticky notes and video screen placement.\n\nNow you’re ready my friends. Feel confident and professional going into your next virtual interview.\n\n__________________________________\n\nClick this link and get access to J.T. O'Donnell's FREE TUTORIAL on what it takes to remove the roadblocks to job search:\n"", '\n\nAnd, if you want J.T. and her team to help you become a pro at interviewing, negotiating and more, then you need to check out our Premium Subscription: \n', '\n\nFollow Work It Daily:\n', '\n', '\n', '\n', '\n\n', ' ', ' ",2018年1月11日发布,6:29,"130,827 次观看","""1,435""","""86""",[Learn],[[]],/watch?v=d1xb0_tT5SQ,"1,197,348"
Work It Daily,/watch?v=pls_DERqWjs&list=PLhrBmkjLNq1U9D_PVJpUNzh9qFxsNmEwo&index=11&t=0s,"[""\n\nDoing two simple things on your LinkedIn profile can DRAMATICALLY increase your chances of landing job interviews...\n\nIn this short tutorial, J.T. O'Donnell shares what those things are and why they'll help you get more interviews.\n\nWant to hear all 8 ways you are being shut out of the hiring process? Click this link and get access to J.T.'s FREE VIDEO on what it takes to remove the roadblocks to job search.\n\n_____________________________________________\n\n"", '\n\nAnd, if you want J.T. and her team to help you become a pro at building your LinkedIn profile and landing job interviews, then you need to check out our career support platform.\n\nWant to learn more about our affordable Premium Subscription?\nGo Here: ', '\n\nGet our Premium Subscription for only $25/mo!\n\nFollow Work It Daily:\n', '\n', '\n', '...\n', '\n\n', ' ', ' ",2017年10月18日发布,4:16,"95,924 次观看","""1,536""","""32""",[Work],[STOP Using These 3 Words On Your LinkedIn Profile],/watch?v=jlg3AfFVmyo,"83,112"
Work It Daily,/watch?v=TL3yi3e9nkI&list=PLhrBmkjLNq1U9D_PVJpUNzh9qFxsNmEwo&index=12&t=0s,"If you’re having a hard time even getting interviews, check out our free resource that could help address some issues that could be holding you back. \n', ""\n\nLindsay's video on how to prepare for video interviews: "", '\n\nWant help with your interview prep, resume, cover letter and more? Check out our Premium Subscription today: ', ""\n\nIn this video, career expert J.T. O'Donnell shares the #1 thing that recruiters HATE seeing during video interviews. If you have a video interview coming up, you DEFINITELY want to watch this one...\n\nOkay, so what is it that recruiters HATE seeing more than anything during video interviews? DISTRACTIONS.\n\nThat means, pets climbing across the keyboard, people walking behind you, or a messy room. Basically anything that can take the focus off of you and your professionalism.\n\nThis might seem like common sense but, unfortunately, it happens all of the time. And, it can completely ruin your chances of moving forward in the hiring process. \n\nSo, be sure to learn from this mistake and eliminate anything that could draw the interviewer's attention away from you. That means, removing pictures or knick knacks in the background, keeping your pets in a different room, and making sure the door is locked so no one comes in to bother you.\n\n____________________________\n\n\nIf you’re having a hard time even getting interviews, check out our free resource that could help address some issues that could be holding you back. \n"", '\n\nAnd, if you want J.T. and her team to help you become a pro at interviewing, negotiating and more, then you need to check out our Premium Subscription: \n', '\n\nFollow Work It Daily:\n', '\n', '\n', '\n', '\n\n', ' ', ' ",2018年2月20日发布,4:30,"75,088 次观看","""715""","""79""",[Work],[4 Tips For Choosing The Right Career],/watch?v=1DVM2Xbx5Ks,"70,603"
Work It Daily,/watch?v=a2QEfT3r-QU&list=PLhrBmkjLNq1U9D_PVJpUNzh9qFxsNmEwo&index=13&t=0s,"Get started with Work It Daily: ', ""\n\nHaving trouble with your job search? Tired of applying for jobs and without getting job offers? It might be time to try something new, like Work It Daily. \n\nWork It Daily is an online career support platform built by career expert J.T. O'Donnell. With its unique combination of community, coaching, and courses, Work It Daily can help you streamline your job search and find a job that's perfect for you. \n\nFrom resume, cover letter, and LinkedIn reviews to interview prep and salary negotiation, Work It Daily will help you through the entire job search process. And, after that, it can even help you succeed at a your new job!\n\nIt doesn't matter if you're changing careers, long-term unemployed, laid off, or fired, or if you're a young professional or a seasoned professional, Work It Daily can help.\n\nStart turning your frustration into career success with Work It Daily.\n"", '\n\n', ' ', ' ",2018年5月2日发布,1:51,"52,095 次观看","""""","""""",[Andrew],[A Job Interview Tip Guaranteed to Get You Hired],/watch?v=Lze2TGk1t-g,"118,195"
Work It Daily,/watch?v=ZOCnF-49hqQ&list=PLhrBmkjLNq1U9D_PVJpUNzh9qFxsNmEwo&index=14&t=0s,"[""J.T. O'Donnell Free Job Search Resource: \n"", '\n\n6 Types Of Illegal Interview Questions To Watch Out For: \n', '\n\nIllegal interview questions pop up all the time during interviews, and responding the wrong way can cost you the job. If you’re asked these questions, it’s best to be prepared so you don’t get flustered during the interview.\n\nHere’s the reality...\n\nYou’re going to have to make a tough decision if you get asked an illegal interview question, which is A) not answer it and call the interviewer out, or B) answer it even though it’s not appropriate.\n\nIf you’re asked an interview question that’s blatantly illegal, you can always say something like, “You know, I’m not comfortable answering that question because it’s technically an illegal interview question. Can we move on from that and go on to the next question?”\n\nHowever, this approach will pretty much guarantee that you won’t get the job, so be careful. Unless you feel unsafe or uncomfortable, it’s usually best to avoid this approach. \n\nIf you suspect that the interviewer simply doesn’t know any better or would like to give him or her the benefit of the doubt, you can do the following instead:\n\nAsk it’s relevant to the job.\n\nIf you’re asked an illegal interview question, you can subtly stand your ground by asking why it’s relevant to the job. \n\nYou can say something like, “I’d be happy to answer your question, but I’m not sure how it relates to the job. Would you care to explain so I can answer it as best as possible?” \n\nThat way, your interviewer has the opportunity to explain his or her reasoning behind the question or move away from it if he or she realizes that it’s illegal.\n\nKeep your it short and sweet.\n\nIf you’re asked an illegal interview question, keep your response short and to the point. Avoid giving away too many details, if possible. The more details you provide, the higher chance they will be used against you.\n\nRead between the lines.\n\nIf an interviewer is asking questions about your personal and family life like, “Do you have any children?” it could be that your interviewer is just inexperienced and trying to make small talk. However, it could also be that the interviewer is trying to judge your priorities and commitment to your work. \n\nIf he or she is worried that you’ll have to have a special schedule that allows you to pick up the kids from school or juggle other personal responsibilities, questions like this might pop up.\n\nIf you’re asked something like this, read between the lines and figure out what the interviewer is really trying to find out. If you sense he or she is concerned about your commitment to the job, frame your response accordingly.\n\nFor example, you could say something like, “Yes, I do have two children. However, I can assure you that my obligations outside of work will not interfere with my commitment to the job.”\n\nDealing with illegal interview questions is never easy. However, it’s best to be prepared so you can handle the situation with a level head.\n\n_______________________________________\n\nFree Tutorial: ', ""\n\nIf you want J.T. O'Donnell and her team to help you become a pro at interviewing, negotiating and more related to job search and career, then you need to check out our career support platform.\n\nLearn more here: "", '\n\nFollow Work It Daily:\n', '\n', '\n', '\n', '\n\n', ' ', ' ",2018年4月17日发布,5:20,"31,811 次观看","""474""","""6""",[Work],[How To Overcome Age Discrimination In Your Job Search],/watch?v=EEaL5oimYxU,"29,533"
Work It Daily,/watch?v=t5JfoIlrjsI&list=PLhrBmkjLNq1U9D_PVJpUNzh9qFxsNmEwo&index=15&t=0s,"[""\n\nThis is NOT the impression you want to give employers. Here are some interview questions you want to avoid during initial job interviews:\n\n1. “How much does this job pay?”\n\nWhile this is something everyone needs to know, it’s not something you want to bring up in your first interview. The purpose of the initial interview is to get to know you as a professional, see how you can handle common situations related to the job, and see if you’re a good fit.\n\nMoney is kind of like the elephant in the room during the first interview. Everyone is thinking about it, but no one is talking about it because it’s irrelevant at this point in the hiring process. Don’t bring it up until they do.\n\n2. “What do your benefits look like?”\n\nAgain, this isn’t relevant at this point in the hiring process. The last thing you want to convey is that you only care about the perks of the job. They want to know you’re excited about the opportunity itself.\n\nIf you’re only it for the money and benefits, employers might worry that you’ll leave their company in an instant if you got another offer with better perks and salary. So, why would they waste their time and money on you to begin with?\n\n3. “How quickly can I get promoted?”\n\nYou don’t even have the job yet and you’re already asking how fast you can get promoted? While you might think this question makes you look like a go-getter, the interview might think otherwise. You’re only in the initial stages of the hiring process and you haven’t proved your abilities to the company yet. So for some employers, it would seem ridiculous to estimate how fast you’d be promoted. You haven’t even gotten a job offer yet!\n\n_________________________________________________\n\nWant to hear all 8 ways you are being shut out of the hiring process? Click this link and get access to J.T.'s FREE VIDEO on what it takes to remove the roadblocks to job search.\n\n"", '\n\nAnd, if you want J.T. and her team to help you become a pro at interviewing, negotiating and more, then you need to check out our career support platform.\n\nWant to learn more about our affordable Premium Subscription?\nGo Here: ', '\n\nFollow Work It Daily:\n', '\n', '\n', '\n', '\n\n', ' ', ' ",2017年12月1日发布,2:03,"26,905 次观看","""288""","""21""",[Don],[5 BEST Interview Tips - The Ultimate Formula to Interview Success],/watch?v=yL19XilAtO0,"304,301"
Work It Daily,/watch?v=27LjwF8J8HE&list=PLhrBmkjLNq1U9D_PVJpUNzh9qFxsNmEwo&index=16&t=0s,"Check out FREE job search tutorial HERE: ', ""\n\nCareer expert, J.T. O'Donnell, shares with you how to go about applying for a job when you don't have the necessary experience. It's starting with having a conversation with the person before you give them your resume. \n_____________________________\n\nFeeling like you're stuck in your job search? Not sure what you're doing wrong? Let us help! Check out Work It Daily's free job search tutorial and learn why you're being shut out of the hiring process:\n"", '\n\nAnd, if you want J.T. and her team to help you become a pro at interviewing, negotiating and more, then you need to check out our Premium Subscription: \n', '\n\nFollow Work It Daily:\n', '\n', '\n', '\n', '\n\n', ' ', ' ",2016年12月22日发布,2:59,"26,623 次观看","""478""","""13""",[Andrew],[A Job Interview Tip Guaranteed to Get You Hired],/watch?v=Lze2TGk1t-g,"118,195"
Work It Daily,/watch?v=wn_EvOBcFJQ&list=PLhrBmkjLNq1U9D_PVJpUNzh9qFxsNmEwo&index=17&t=0s,"[""Work It Daily's free job search resource: "", ""\n\nThere are a few things that are absolutely CRITICAL to interview success. If you want to get a job offer, you’ve got to do a few things before an interview. In this episode, Work It Daily's Ariella Coombs shows you what you've got to do to nail the job interview every time.\n\n_____________________\n\nIf you’re having a hard time getting results from your job search, check out our free resource that could help address some issues that could be holding you back. \n"", ""\n\nAnd, if you want J.T. O'Donnell and her team to help you become a pro at job interviewing, negotiating salary, updating your resume, cover letter and more, then you need to check out Work It Daily's Premium Subscription: \n"", '\n\nFollow Work It Daily:\n', '\n', '\n', '\n', '\n\n', ' ', ' ",2018年1月4日发布,2:31,"22,516 次观看","""390""","""5""",[Don],[5 Things You Should Never Say In a Job Interview],/watch?v=wIjK-6Do6lg,"1,508,162"
Work It Daily,/watch?v=8M9HTUcXaoY&list=PLhrBmkjLNq1U9D_PVJpUNzh9qFxsNmEwo&index=18&t=0s,"[""Work It Daily's Free Job Search Resource: "", ""\n\nMaybe you got a job offer (yay!) but the salary wasn't what you were expecting. What do you do? Salary negotiations can be TOUGH, but they don't have to be awkward! If you're not sure how to ask for the salary you deserve, use these salary negotiation tips from career expert Ariella Coombs.\n\nPeople have this preconceived notion that talking about money is always going to be awkward. The good news is that it doesn’t have to be.\n\nThe key is being prepared. Not being prepared is usually what makes this an awkward conversation for people.\n\nSo, let me walk you through some tips to help you avoid an awkward conversation about salary.\n\n#1- Always be prepared.\n\nYou never know when an employer will bring up the salary question - it could be in the job application or it could be during your final interview. \n\nThat’s why you want to be prepared for it. Know your numbers BEFORE you apply for the position so you’re not caught off guard. \n\n#2 - Don’t bring it up during the first interview.\n\nBring up salary too soon is a common mistake people make during the hiring process. This can hurt your chances of getting the job offer because the employer might think you’re only in it for the money. Wait until the employers bring it up, or until a little later in the hiring process when things are getting more serious.\n\n#3 - Know what’s competitive.\n\nThese are where doing your homework comes into play. Knowing the competitive salary rate for the role you’re applying to is going to help you negotiate for a fair offer down the line. \n\nIf you don’t have an idea of what’s competitive, you risk asking for too much or too little. So, use websites like Glassdoor.com, Payscale.com, or Salary.com to research competitive salary rates for similar positions. \n\n#4 - Know your “walk away” rate\n\nAfter you do your research, you’ll have an idea of the highest and lowest salaries for similar roles in your field. This is an important thing to know because it will allow you to have a range to work with during negotiations. \n\nWhen working out your range, it’s important to know your “walk away” rate. Basically, this is the absolute lowest offer you can accept financially. \n\nIn most cases, you don’t want to take an offer that’s not going to pay you enough to live comfortably. Otherwise, you’ll probably find yourself back on the job search within six months looking for a higher paying job because you can’t pay your bills.\n\nYou don’t want to price yourself out of the job or sell yourself short, so it’s REALLY important to understand your walk away rate. \n\n#5 - Don’t limit yourself to money. \n\nWhile you should aim to get a competitive salary, don’t focus only on the money. You can negotiate for other things too, like work-from-home opportunities, flex-time, vacation days, and other perks. It depends on what’s most important to you. This will give you some wiggle room during negotiations. \n\n#6 - Give them a reason to give you more. \n\nIn order to get the salary you want, you need to prove that you’ll be a valuable asset to the company and that your skill sets and experience make you the best fit for the role. You need to show them that you’re worth the investment. So, make a case for why you deserve the money you’re asking for and why you’ll be a valuable asset to the company.\n\n#7 - Don’t be afraid of “no”\n\nDuring salary negotiations, it’s okay to say “no” to a job offer if it’s not in line with what you feel is appropriate based on your research and needs. Remember saying no opens up negotiations. \n\n#8 - Relax!\n\nYes, salary negotiations can be stressful. However, it’s a big part of the hiring process. Don’t forgo the negotiations because you’re afraid. \n\nDo your research and go in prepared to get what you deserve. If you’re still nervous, find a friend to practice with. The more your practice, the more comfortable you’ll be when it comes time for the real thing. \n_____________________\n\nIf you’re having a hard time even getting interviews, check out our free resource that could help address some issues that could be holding you back. \n"", '\n\nAnd, if you want J.T. and her team to help you become a pro at interviewing, negotiating and more, then you need to check out our Premium Subscription: \n', '\n\nFollow Work It Daily:\n', '\n', '\n', '\n', '\n\n', ' ', '  ",2018年2月8日发布,4:01,"20,267 次观看","""319""","""3""",[Craig],[How to Start A Job Offer Negotiation WITHOUT LOSING MONEY - 5 Steps!],/watch?v=HrLfOBoAhu0,"49,556"
